Front,Extra
"A {c1::displasia cervical} do útero é uma alteração pré-neoplásica do colo do útero causada por alguns tipos de papilomavírus e, evolui frequentemente para cancro em alguns anos (no entanto mais de metade acaba por desaparecer sem complicações).",
"Nos casos mais graves, essa doença pode causar a perda da  capacidade pulmonar, além de tosse, infecções, {c1::dispnéia} e distúrbios cardíacos.",
 Acto ou efeito de distender. Torção violenta dos ligamentos de uma articulação.  {c1::distensão},"Exemplo: Muitos comportamentos das aves são universais e ocorrem invariavelmente em praticamente todas as espécies de aves, como é o caso dos cuidados com as penas, os movimentos de distensão das pernas, asas ou caudas, os banhos de água e poeira, ou o movimento que sacode o corpo."
"Os cães infectados podem apresentar postura encurvada com {c1::distensão abdominal}, lerdeza, pelagem áspera, perda de peso, fezes brancas ou de coloração clara e diarreia, respiração acelerada e gastrenterite.",
 Secreção copiosa de urina.  {c1::diurese},Exemplo: A diurese excessiva e a sede intensa são típicos da DI.
 Que facilita a secreção urinária.  {c1::diurético},"Exemplo: Fármacos: Antiarrítmicos, Antibióticos (Penicilina), Anticonvulsivos (Valproate do sódio e Lamotrigine), Antidepressivos, Anti-hipertensivos, Antipsicóticos (Clozapine), Bupropion, Cortisona, Diuréticos (Hidroclorotiazida), Imunossupressores (Sirolimus, Mofetil do Mycophenolate, Tacrolimus e Cyclosporine), Interferonas, Minocycline e tranquilizantes."
"Isso se deve à capacidade limitada do organismo na absorção de ferro e à frequência da perda de ferro por hemorragia do sistema digestório (úlcera, colite, {c1::diverticulite}, câncer), menstruação abundante, verminose, múltiplas gestações, estirão de crescimento.",
 Alteração na saúde. Falta de saúde. Moléstia. Mal.  {c1::doença},"Exemplo: sfn|Mih|2000|p=51}} Para Einstein, &quot;a guerra era uma doença, e ele sempre apelou para a resistência contra a guerra&quot;."
"Revisões sistemáticas]] de estudos clínicos controlados de tratamentos quiropráticos não encontraram evidência de eficácia para qualquer condição médica, com a possível exceção do tratamento para dor nas costas.",
A {c1::drenagem linfática} das mamas drena os linfonodos da axila.,
" Doença convulsiva, que se manifesta nas crianças e nas puérperas, acompanhada ordinariamente da perda dos sentidos.  {c1::eclampsia}","Exemplo: Proposta a inclusão do salicilato como micronutriente essencial{{citar periódico |título=Rapid Responses to: Aspirin protects women at risk of pre-eclampsia without causing bleeding |autor=Abbasi, Kamran |jornal=British Medical Journal |volume=327 |ano=2003|página=7424|doi=10."
"Nos últimos séculos, os métodos de observação evoluíram de forma significativa, desde a dissecação de carcaças e cadáveres até às técnicas modernas de imagiologia médica, entre as quais radiografia, {c1::ecografia} e ressonância magnética.",
A '''{c1::ecopraxia}''' (do grego ''echo'' (repetição) e ''praxia'' (ação)) é a repetição involuntária ou a imitação dos movimentos de outras pessoas.,
" Inchação, formada por serosidade infiltrada no tecido celular, sem vermelhidão nem dor, e que desaparece com uma demorada pressão de dedos.  {c1::edema}","Exemplo: A toxina causadora de edema é composta de uma porção que reconhece o receptor especifico na célula alvo, sendo internalizada por endocitose, e outra com actividade de adenilato ciclase, promovendo a secreção de líquidos."
"Uma exposição aguda a altas concentrações de cloro ( porém não letais ) pode provocar {c1::edema pulmonar}, ou líquido nos pulmões.",
"O efeito farmacológico é contudo duvidoso, sendo que a explicação mais viável a haver está normalmente associada ao {c1::efeito placebo}.",
 Acto de efundir.  {c1::efusão},Exemplo: JPG|thumb|Batismo infantil por efusão em uma Igreja Católica na Venezuela]][[Ficheiro:Baptism_at_Northolt_Park_Baptist_Church_(cropped).
"O HMIR conta com vários equipamentos sendo eles: {c1::eletrocardiógrafo}, desfibrilador, carro de emergência, monitores multiparâmetros, foco cirúrgico móvel, maca para emergência com grades, oxímetro de pulso e incubadora de teste biológico 3m, visando atender cada vez mais os serviços de saúde da população.",
"text bytes=""3542"" xml:space=""preserve"">{{Info/Especialidade médica|título=Cardiologia|foco=Coração e seu bom funcionamento|sistema=Cardíaco|testes=Eletrocardiograma, monitorização ambulatorial da pressão arterial (MAPA), holter, ecocardiograma e outros.",
"Cauterização elétrica''', utilizando um {c1::eletrocautério} na região do sangramento após anestesia local.",
"Destas, os problemas mais frequentes são a ligadura (ou clipagem) acidental, a lesão térmica (devido ao uso de {c1::eletrocauterização}) ou a migração de cálculos para a via biliar principal, o coleperitônio e o trauma do duodeno, cólon ou estômago.",
"Pode ser através da aplicação de substâncias cáusticas para a cauterização química, {c1::eletrocoagulação}, laser ou retirada cirúrgica com fechamento por sutura (pontos).",
 Tratado da formação e desenvolvimento do embrião.  {c1::embriologia},"Exemplo: Está ligada à embriologia, à anatomia comparada, à biologia evolutiva e à filogenia, uma vez que são estes os processos que geram a anatomia."
 Acto de emergir.  {c1::emergência},"Exemplo: Em águas rasas, como as que cobrem a parte ocidental da plataforma continental da Sibéria, sua emergência não sofre neutralização significativa e o metano acaba escapando para a atmosfera."
"asp#|arquivodata=19 de maio de 2011|urlmorta=yes}} Os serviços de emergência do National Health Service (NHS) são fornecidos pelo London Ambulance Service (LAS), um dos maiores serviços de emergência do planeta.",
 Ajuntamento de pus ou sangue numa cavidade do corpo.  {c1::empiema},"Exemplo: A lesão poderá evoluir rapidamente de maneira a perfundir os tecidos duros até as fáscias, gerando transtornos mais sérios como o abscesso subperiósteo, empiema maxilar, linfadenopatia, celulite, septicemia e até mesmo a angina de Ludwig, que pode ser fatal se não tratada adequadamente."
 Inflamação do encéfalo.  {c1::encefalite},"Exemplo: isbn=9781405147156|pmc=7152364}} Entre as principais viroses humanas estão: gripe, hepatite (A, B e C), caxumba, sarampo, varicela (catapora), SIDA (AIDS), raiva, dengue, febre amarela, poliomielite (paralisia infantil), rubéola, meningite, encefalite, herpes, pneumonia, entre outras doenças."
"O exame está indicado, de modo preventivo em todo os indivíduos com mais de 50 anos,  nos pacientes que tenham sido vítimas de ataque isquémico transitório ou de acidente vascular cerebral, ou naqueles em se detectem sopros na região cervical,  ou estejam sob vigilância pacientes por antecedentes de estenose carotídea, angioplastia carotídea e {c1::endarterectomia}.",
" Doença, que grassa num povo ou numa região, e que depende de causas meramente locais.  {c1::endemia}","Exemplo: são agentes comunitários de saúde, e 1 200 fazem o serviço de controle de endemias, como a dengue."
"Alguns fisiologistas como Claude Bernard investigaram as funções químicas e físicas dos organismos vivos, recorrendo a métodos experimentais como a vivissecção e lançando as fundações da biomecânica e da {c1::endocrinologia}, disciplina em rápida ascensão depois da descoberta da primeira hormona em 1902.",
"Alguns fisiologistas como Claude Bernard investigaram as funções químicas e físicas dos organismos vivos, recorrendo a métodos experimentais como a vivissecção e lançando as fundações da biomecânica e da {c1::endocrinologia}, disciplina em rápida ascensão depois da descoberta da primeira hormona em 1902.",
"As complicações são raras e podem incluir perfuração uterina, infecção pélvica e retenção dos produtos da concepção necessitando de um segundo procedimento para evacuá-los.",
 Aplicação do endoscópio.  {c1::endoscopia},"Exemplo: lt;ref name=&quot;intro HGray2&quot; /&gt; Os métodos usados incluem a dissecação, na qual um corpo é aberto e seus órgãos estudados, e a endoscopia, na qual um instrumento equipado com uma câmera de vídeo é inserido através de uma pequena incisão na parede do corpo e usado para explorar os órgãos internos e outras estruturas."
 Aplicação do endoscópio.  {c1::endoscopia},"Exemplo: lt;ref name=&quot;intro HGray2&quot; /&gt; Os métodos usados incluem a dissecação, na qual um corpo é aberto e seus órgãos estudados, e a endoscopia, na qual um instrumento equipado com uma câmera de vídeo é inserido através de uma pequena incisão na parede do corpo e usado para explorar os órgãos internos e outras estruturas."
" Medicamento, com que os antigos tratavam feridas. Clister. Cf. Júl. Ribeiro, _Gram._, 156.  {c1::enema}","Exemplo: Não é recomendado fazer força durante a primeira fase ou durante a passagem da cabeça, nem a utilização de enemas."
" Nome, que também se dá à enterite, porque esta tem geralmente a sua sede no intestino delgado e no cólon.  {c1::enterocolite}","Exemplo: Charles Bouchard, sumidade médica, que lhe diagnostica uma enterocolite e lhe recomenda repouso e cuidados."
" Dor, em parte da cabeça; hemicrania.  {c1::enxaqueca}","Exemplo: João VI]] tivesse trazido alguns bons médicos para o Rio de Janeiro, era do &quot;tipo caseiro&quot;: rodelinhas de limão nas frontes para enxaquecas, suadouros de sabugueiro e quina, para as febres: cataplasmas contra a asma: antipirina para as dores de cabeça; banhos de malva para as dores nas cadeiras; um &quot;cordial&quot; contra a insônia e, para os loucos, o Hospício, na Praia Vermelha."
" Fermento solúvel, de diástese e zímase.  {c1::enzima}","Exemplo: Como subprodutos da industrialização do abacaxi, obtêm-se álcool, ácido cítrico (citrato), ácido málico, ácido ascórbico (vitamina C), bromelina (enzima proteolítica que entra na composição de diversos medicamentos) e rações para animais; do restante da planta, são aproveitados, industrialmente, as fibras e o amido."
"Um aumento de eosinófilos, isto é, a presença de mais de 500 eosinófilos/microlitro de sangue é chamado de {c1::eosinofilia}, e é geralmente visto em pessoas com uma infestação parasitária no intestino, doença do colágeno (como a artrite reumatóide), doenças malignas tais como a doença de Hodgkin, doenças de pele extensas (como dermatite esfoliativa), doença de Addison, no epitélio escamoso do esôfago, no caso de esofagite de refluxo, a esofagite eosinofílica, e com o uso de certas drogas como a penicilina.",
"Numa época em que não havia o ''tie-brake'', ela jogou por mais de dez horas seguidas em partidas de duplas e duplas mistas de Wimbledon, que lhe provocou uma {c1::epicondilite}, inflamação no tendão do cotovelo, conhecida como ''cotovelo de tenista''.",
" Doença, que ataca muitos indivíduos, ao mesmo tempo e na mesma terra ou região.  {c1::epidemia}","Exemplo: Cerca de 700 mil moradias foram destruídas, 3/4 das criações de animais pereceram, metade da frota pesqueira afundou, um milhão de acres de terras cultivadas foram salgadas por uma maré de tempestade de 3,5 metros que acompanhou o ciclone, os mananciais de água doce foram salgados e contaminados, e os sobreviventes sofreram com epidemias de febre tifoide, cólera, disenteria e outras doenças, além de fome, sede e falta de assistência médica e abrigo."
 Inflamação do epidídimo.  {c1::epididimite},"Exemplo: lt;ref name=CDC2014/&gt; Em mulheres, a complicação mais frequente é a Doença inflamatória pélvica enquanto em homens é a inflamação do epidídimo."
" Saliência óssea, que, unida a um osso por uma cartilagem, se converte em apófise, pelo desenvolvimento da ossificação.  {c1::epífise}","Exemplo: Após a epífise, metáfise encontra-se a '''diáfise''' que é a parte do osso que tem crescimento primário, ou seja, cresce longitudinalmente, alongando-se."
 Inflamação da epiglote.  {c1::epiglotite},"Exemplo: sfnm|Chernow|2010|1pp=806–10|2a1=Felisati|2a2=Sperati|2y=2005|2pp=55–58}} Vários autores médicos modernos especularam que Washington morreu vitimado por um caso grave de epiglotite complicada pelos tratamentos administrados, mais notavelmente a perda maciça de sangue que quase certamente causou choque hipovolêmico."
